0.080857	0.75808	0.055943	0.79722
0.080792	0.60918	0.05373	0.63433
0.09101	0.76292	0.072754	0.80445
0.092268	0.61125	0.072245	0.64076
0.22672	0.45173	0.1931	0.44342
0.361	0.32508	0.33697	0.28814
0.22262	0.44556	0.18573	0.43287
0.24784	0.45159	0.21512	0.43855
0.22366	0.45233	0.187	0.44033
0.26159	0.45907	0.22975	0.44664
0.22426	0.41376	0.18666	0.40083
0.24981	0.41517	0.21653	0.40258
0.23045	0.40748	0.19255	0.39249
0.26351	0.41088	0.23049	0.39615
0.22933	0.44509	0.20073	0.43423
0.36839	0.30435	0.34681	0.26592
0.49591	0.29622	0.49494	0.25707
0.25223	0.57037	0.25761	0.5912
0.17341	0.67735	0.16681	0.71168
0.23363	0.68133	0.24065	0.71631
0.24379	0.62377	0.24766	0.64796
0.14748	0.5327	0.12595	0.54727
0.13961	0.51194	0.11769	0.5185
0.17793	0.76877	0.17248	0.81164
0.24469	0.77356	0.25238	0.81678
0.15651	0.61672	0.14681	0.64053
0.14972	0.57049	0.12894	0.58581
0.14197	0.50105	0.11267	0.5027
0.097608	0.57435	0.06841	0.58674
0.13303	0.58804	0.11769	0.60869
0.26787	0.52668	0.27315	0.5404
0.31134	0.48444	0.31391	0.48863
0.15767	0.52161	0.13384	0.53133
0.18153	0.48488	0.15642	0.4862
0.18358	0.4727	0.1534	0.46616
0.34448	0.46204	0.34533	0.45917
0.20986	0.45883	0.18088	0.45206
0.37808	0.45503	0.37718	0.44858
0.45596	0.27774	0.43439	0.23027
0.58033	0.27046	0.57492	0.22244
0.85771	0.73928	0.87833	0.73075
0.86545	0.68827	0.88558	0.67774
0.88116	0.60462	0.90121	0.58224
0.90525	0.57104	0.92358	0.54073
0.92307	0.59211	0.93971	0.56194
0.93298	0.63443	0.94948	0.60776
0.53578	0.78343	0.57583	0.81761
0.63476	0.77092	0.67072	0.79591
0.64467	0.68672	0.68121	0.69768
0.63473	0.62145	0.67056	0.62553
0.56773	0.62531	0.60681	0.64047
0.54649	0.69749	0.58577	0.72193
0.48474	0.78658	0.52561	0.825
0.48371	0.63034	0.52635	0.65533
0.60339	0.59059	0.64113	0.59621
0.42428	0.78661	0.45606	0.82734
0.42506	0.62878	0.45576	0.658
0.89356	0.40632	0.89918	0.35029
0.84013	0.34323	0.84152	0.28769
0.86042	0.45427	0.87857	0.40446
0.81351	0.33161	0.82275	0.28203
0.72589	0.31046	0.74209	0.26498
0.75989	0.46454	0.78686	0.43062
0.61291	0.46442	0.64248	0.45547
0.66998	0.33048	0.69058	0.29266
0.70604	0.46108	0.73829	0.44718
0.66175	0.46514	0.6899	0.45106
0.72448	0.46882	0.75784	0.4555
0.6658	0.47264	0.693	0.45916
0.70485	0.42737	0.73774	0.41352
0.66012	0.42683	0.68815	0.41349
0.71788	0.42092	0.75213	0.40496
0.66454	0.42205	0.69217	0.40655
0.57534	0.45618	0.60117	0.44463
0.64607	0.30853	0.66571	0.26937
0.49591	0.29622	0.49494	0.25707
0.25223	0.57037	0.25761	0.5912
0.29963	0.68494	0.32163	0.71956
0.23363	0.68133	0.24065	0.71631
0.24379	0.62377	0.24766	0.64796
0.434	0.54499	0.46337	0.55953
0.49342	0.52624	0.51839	0.53202
0.31089	0.77821	0.33413	0.82132
0.24469	0.77356	0.25238	0.81678
0.33804	0.62633	0.35674	0.6499
0.37701	0.58127	0.41346	0.59713
0.53707	0.51651	0.57143	0.51754
0.49063	0.59329	0.53236	0.60533
0.39853	0.60122	0.42309	0.62148
0.26787	0.52668	0.27315	0.5404
0.31134	0.48444	0.31391	0.48863
0.42559	0.53273	0.46166	0.54276
0.48759	0.4962	0.5182	0.49732
0.57792	0.48671	0.60741	0.47931
0.34448	0.46204	0.34533	0.45917
0.54	0.46997	0.56762	0.46274
0.37808	0.45503	0.37718	0.44858
0.77008	0.74896	0.7989	0.75304
0.65429	0.73026	0.68974	0.74701
0.77696	0.70729	0.80827	0.70644
0.93323	0.58312	0.93941	0.54025
0.70739	0.28071	0.71906	0.23243
0.58033	0.27046	0.57492	0.22244
0.8097	0.3221	0.81359	0.26904
0.67965	0.3067	0.66747	0.25251
0.84707	0.35527	0.85271	0.30415
0.65357	0.61098	0.68787	0.61689
0.77914	0.60608	0.80923	0.59171
0.87617	0.40796	0.88893	0.35685
0.90499	0.42541	0.91359	0.37211
0.92086	0.46154	0.92841	0.41573
0.90601	0.42162	0.90767	0.36809
0.91502	0.42636	0.91897	0.37273
0.91521	0.44697	0.92236	0.39382
0.92961	0.62855	0.93711	0.59875
0.93164	0.52571	0.9424	0.48062
0.87588	0.70652	0.89584	0.68987
0.87796	0.6776	0.89753	0.65751
0.88275	0.65198	0.90177	0.62847
0.88961	0.63283	0.90803	0.60637
0.89771	0.62243	0.91551	0.59383
0.90604	0.62196	0.9233	0.5923
0.91359	0.63137	0.93044	0.60182
0.91947	0.64938	0.9361	0.6211
0.92302	0.67383	0.93963	0.64779
0.92383	0.70179	0.94063	0.6787
0.92183	0.73002	0.939	0.71025
0.91722	0.75523	0.93492	0.73876
0.91056	0.77443	0.92887	0.76088
0.90259	0.78534	0.92152	0.77396
0.89426	0.78651	0.91375	0.77631
0.88658	0.7777	0.90649	0.7675
0.88049	0.75988	0.90064	0.7485
0.87676	0.73513	0.89692	0.72151
0.56273	0.73996	0.60073	0.76706
0.56527	0.70699	0.6028	0.72961
0.5714	0.67773	0.60835	0.6959
0.58035	0.65583	0.61667	0.6701
0.59098	0.64391	0.6267	0.65534
0.60197	0.64328	0.63718	0.65325
0.61199	0.65384	0.64686	0.6639
0.61988	0.67423	0.6546	0.68584
0.62474	0.70192	0.65952	0.71637
0.62601	0.73365	0.66107	0.75188
0.62358	0.76572	0.65908	0.78823
0.61771	0.79443	0.65379	0.82124
0.60907	0.81639	0.64578	0.84703
0.59864	0.82897	0.63597	0.86252
0.58766	0.83052	0.62551	0.86569
0.57744	0.82071	0.61565	0.856
0.56925	0.80059	0.60761	0.83443
0.56412	0.77251	0.60241	0.80351
