0.080857	0.75808	0.10512	0.61472
0.080792	0.60918	0.093791	0.52133
0.09101	0.76292	0.11242	0.6271
0.092268	0.61125	0.10726	0.54019
0.22262	0.44556	0.22544	0.27032
0.24784	0.45159	0.25398	0.27741
0.26159	0.45907	0.26488	0.28504
0.22426	0.41376	0.2261	0.24359
0.24981	0.41517	0.25547	0.24871
0.23045	0.40748	0.23396	0.23331
0.26351	0.41088	0.26647	0.23688
0.22933	0.44509	0.22725	0.27069
0.36839	0.30435	0.39248	0.10867
0.49591	0.29622	0.52679	0.10424
0.25223	0.57037	0.24828	0.43757
0.17341	0.67735	0.16903	0.58936
0.23363	0.68133	0.23315	0.60091
0.24379	0.62377	0.2329	0.53898
0.14748	0.5327	0.14125	0.41281
0.13961	0.51194	0.14543	0.38728
0.17793	0.76877	0.17923	0.6449
0.24469	0.77356	0.23734	0.65695
0.15651	0.61672	0.16429	0.52701
0.14972	0.57049	0.15068	0.42223
0.14197	0.50105	0.14394	0.34445
0.097608	0.57435	0.099628	0.43539
0.13303	0.58804	0.13855	0.47506
0.26787	0.52668	0.26513	0.40057
0.31134	0.48444	0.30774	0.35029
0.15767	0.52161	0.15269	0.38301
0.18153	0.48488	0.17345	0.33001
0.18358	0.4727	0.17381	0.31534
0.34448	0.46204	0.34894	0.31303
0.20986	0.45883	0.20601	0.28667
0.37808	0.45503	0.38833	0.2969
0.45596	0.27774	0.50867	0.074738
0.58033	0.27046	0.62445	0.077341
0.85771	0.73928	0.85539	0.56065
0.86545	0.68827	0.86322	0.5215
0.88116	0.60462	0.89386	0.42606
0.90525	0.57104	0.91728	0.38952
0.92307	0.59211	0.93592	0.40336
0.53578	0.78343	0.53373	0.66844
0.63476	0.77092	0.64733	0.64007
0.64467	0.68672	0.65946	0.54634
0.63473	0.62145	0.64617	0.47593
0.56773	0.62531	0.57617	0.51271
0.54649	0.69749	0.5479	0.59068
0.48474	0.78658	0.49849	0.67292
0.48371	0.63034	0.4967	0.57645
0.60339	0.59059	0.61757	0.45998
0.42428	0.78661	0.42492	0.67376
0.42506	0.62878	0.42159	0.58383
0.89356	0.40632	0.87997	0.2297
0.84013	0.34323	0.84277	0.12723
0.86042	0.45427	0.87209	0.23772
0.81351	0.33161	0.81313	0.1369
0.72589	0.31046	0.77241	0.11522
0.75989	0.46454	0.81571	0.27049
0.61291	0.46442	0.62641	0.34734
0.66998	0.33048	0.6986	0.14829
