0.70093	0.43258	0.63485	0.38451
0.74499	0.25634	0.70294	0.24032
0.36248	0.39519	0.35848	0.35247
0.50467	0.251	0.50467	0.23231
0.52069	0.41121	0.49065	0.36582
0.62283	0.24032	0.5988	0.23498
0.73097	0.34446	0.68091	0.30975
0.85514	0.24566	0.85514	0.251
0.90921	0.34713	0.8972	0.34446
0.95728	0.35247	0.96729	0.35514
0.95928	0.53138	0.96328	0.50734
0.96128	0.43792	0.9773	0.42991
0.64486	0.753	0.57276	0.69159
0.93324	0.5474	0.92523	0.52069
0.65487	0.58478	0.58678	0.52603
0.93925	0.46195	0.93728	0.43489
0.81709	0.52336	0.77704	0.46729
0.81509	0.73965	0.7724	0.70251
0.64085	0.90254	0.55474	0.83311
0.93124	0.63017	0.91923	0.60614
0.49065	0.6008	0.3765	0.51802
0.49065	0.70494	0.37049	0.64619
0.59279	0.52069	0.52069	0.45127
0.6028	0.66756	0.48665	0.61148
0.56475	0.84646	0.45861	0.77704
0.46061	0.87583	0.36248	0.78505
0.48865	0.97997	0.38251	0.87316
0.33044	0.61415	0.25434	0.5287
0.18825	0.58478	0.1502	0.49933
0.11816	0.55808	0.10013	0.4753
0.096128	0.51802	0.078104	0.4486
0.23431	0.44593	0.21429	0.40053
0.35648	0.48598	0.33044	0.41389
0.16822	0.69159	0.13017	0.59813
0.17824	0.81442	0.12216	0.72363
0.28638	0.73431	0.2263	0.64887
0.2964	0.87583	0.2243	0.75834
0.72096	0.75834	0.64686	0.68358
0.81509	0.65154	0.77103	0.62483
