0.73982	0.71946	0.23416	0.59729
0.46493	0.75566	0.53959	0.66063
0.39367	0.36199	0.5871	0.27149
0.68213	0.37557	0.30882	0.29412
0.70928	0.52036	0.28507	0.41176
0.27149	0.69683	0.76697	0.62896
0.43439	0.23077	0.52262	0.13575
0.46154	0.83258	0.54299	0.74208
0.33937	0.50679	0.66176	0.40724
0.11878	0.71041	0.94344	0.63348
0.91629	0.72851	0.1052	0.57014
0.26131	0.9095	0.76697	0.85068
0.75	0.93213	0.24774	0.79186
0.8009	0.36652	0.17308	0.26244
0.67534	0.29864	0.30882	0.19005
0.30543	0.23077	0.66855	0.1086
0.19344	0.51584	0.8552	0.41629
0.8552	0.55204	0.1629	0.41176
0.59389	0.72398	0.38348	0.60633
0.431	0.55204	0.55995	0.46154
0.58371	0.61086	0.41403	0.49774
0.54638	0.37104	0.43778	0.28507
